GEOID,district,longitude,latitude,elevation,updated,name,ownership,built,type,doctors,nurses,nurses2,pcns,ehts,pharmacists,labtechs,beds,maternal,general,cathmentpo,distneares,has_community,has_community2,water_pipe,water_run,electric,electric2,distnear2,sanitation,sanitation2,sanitation3,security,security2,tar_road,gravel_road,incinerator,autoway,dental,comments,type_edite
1100,Makonde,29.692779541,-17.76917,0,1998,St. Rupets,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1101,Chirumanzu,30.6348590851,-19.71856,0,1998,St. Theresa,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1102,Gwanda,29.036609649700001,-20.66992,0,1998,Stanmore,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1103,Mutasa,32.821811676000003,-18.74047,0,1998,Stapleford,7,0,Private-Forestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1104,Mazowe,30.961130142199998,-17.51272,0,1998,Stories Mine,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1105,Masvingo,30.703189849899999,-19.97103,0,1998,Summerton,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1106,Chegutu,29.976940155000001,-18.15806,0,1998,Suri-Suri,5,0,Airforce-clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,"Millitary Clinic"
1107,Mudzi,32.4053916931,-17.17456,0,1998,Suswe,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1108,Zvimba,30.592779159500001,-17.40056,0,1998,Sutton,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1109,Shurugwi,30.254329681400002,-19.57464,0,1998,Svika,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1110,Gokwe,28.777500152599998,-18.06028,0,1998,Svisvi,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1111,Mberengwa,30.135940551800001,-20.58678,0,1998,Svita,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1112,Zaka,31.557329177900002,-20.556,0,1998,Svuvure,4,0,Rural Health Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1113,Beitbridge,29.403860092199999,-21.87125,0,1998,Swereki,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1114,Tsholotsho,27.752780914300001,-19.76694,0,1998,T. Urban,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1115,Shamva,31.518150329600001,-17.32889,0,1998,Tafuna,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1116,Chivi,30.307310104399999,-20.33397,0,1998,Takavarasha,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1117,Shurugwi,30.305749893200002,-19.88975,0,1998,Tana,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1118,Makoni,32.020889282200002,-18.56839,0,1998,Tandi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1119,Chipinge,32.350559234599999,-20.11056,0,1998,Tanganda,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1120,Makoni,32.0839385986,-18.73558,0,1998,Tariro,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1121,Chimanimani,32.937610626199998,-19.97231,0,1998,Tarka,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1122,Hurungwe,29.611669540400001,-17.29056,0,1998,Tenewe,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1123,Chimanimani,32.972969055199997,-19.90747,0,1998,Tilbury,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1124,Gutu,31.4502792358,-19.75394,0,1998,Tirizi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1125,Chirumanzu,30.251670837399999,-19.47556,0,1998,Tokwe 4,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1126,Nyanga,32.883888244600001,-18.0175,0,1998,Tombo,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1127,Chipinge,32.306388855000002,-20.34806,0,1998,Tongogara,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1128,Shurugwi,30.207609176599998,-19.72044,0,1998,Tongogara,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1129,Beitbridge,30.040420532199999,-21.93567,0,1998,Tongwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1130,Gokwe,29.1038894653,-18.08111,0,1998,Tongwe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1131,Kwekwe,29.736440658599999,-19.02261,0,1998,Torwood,4,0,Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1132,Zvimba,30.333330154399999,-17.58389,0,1998,TRBC,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1133,Zvimba,30.4588909149,-17.54139,0,1998,Trelawney,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1134,Chiredzi,31.474859237699999,-21.04056,0,1998,Triangle,4,0,Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1135,Mutasa,32.4730300903,-18.43531,0,1998,Triashill,3,0,Mission Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1136,Bindura,31.285079956099999,-17.33128,0,1998,Trojan,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1137,Mt Darwin,31.556110382100002,-16.82555,0,1998,Tsakare,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1138,Makoni,32.106781005899997,-18.61947,0,1998,Tsanzaguru,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1139,Maphisa,28.48802948,-21.35383,0,1998,Tshelanyemba,3,0,Mission Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1140,Bulilimamangwe,27.7480602264,-21.00333,0,1998,Tshitshi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1141,Tsholotsho,27.755279541,-19.77278,0,1998,Tsholotsho,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1142,Mutasa,32.603248596199997,-18.68836,0,1998,Tsonzo,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1143,Chiredzi,31.688419342,-21.039,0,1998,Tsovani,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1144,Gokwe,29.142499923700001,-17.61306,0,1998,Tsungai,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1145,Mazowe,31.056470870999998,-17.36563,0,1998,Tsungubvi,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1146,Kadoma,30.276939392100001,-18.67639,0,1998,Turf,5,0,Council Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1147,Bubi,28.793889999400001,-19.71306,0,1998,Turk Mine,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1148,Makonde,30.183330535900001,-17.0475,0,1998,Umboe,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1149,Umguza,28.684999465899999,-20.11861,0,1998,Unicem,7,0,Private Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1150,Chikomba,31.300970077500001,-18.97331,0,1998,Unyetu,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1151,Chivi,30.206579208400001,-20.03928,0,1998,Utete,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1152,Zvimba,30.7183303833,-17.08694,0,1998,Vanad,5,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1153,Makoni,32.118778228799997,-18.55675,0,1998,Vengere,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1154,Kadoma,29.772499084500001,-18.50778,0,1998,Venice,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1155,Kadoma,29.772499084500001,-18.50778,0,1998,Venice,7,0,Mine Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1156,Zaka,31.317110061600001,-20.38519,0,1998,Veza,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1157,Chipinge,32.153888702400003,-20.93722,0,1998,Vheneka,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1158,Hwange,25.826110839799998,-17.94389,0,1998,Victoria Falls,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1159,Bulilimamangwe,27.523889541599999,-20.39056,0,1998,Village 13,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1210,Shurugwi,30.2211704254,-19.5565,0,1998,Zvarota,6,0,Rural Health Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1211,Gutu,31.355609893800001,-19.57472,0,1998,Zvavahera,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1212,Hwedza,31.722940444900001,-18.96144,0,1998,Zvidhuri,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1213,Zvimba,30.198890686,-17.69917,0,1998,Zvimba,4,0,Rural Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1214,Hurungwe,29.210279464700001,-16.98306,0,1998,Zvipani,5,0,Gvt Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1215,Mutare,32.191028595,-19.33794,0,1998,Zvipiripiri,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1216,Zvishavane,30.052389144900001,-20.30581,0,1998,Zvishavane,2,0,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1217,Shamva,31.662149429300001,-16.91072,0,1998,Zvomanyanga,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1234,Kadoma,30.10364,-18.58832,1196.0,2007,Twin Tops,5,0,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"There were no staff to give us information",null
1235,Kadoma,29.87599,-17.94313,1034.0,2007,Black Movale,5,0,Clinic,0,1,1,0,0,0,0,8,0,8,5800,60.0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,"Need for more staff and drugs since population  is high ,Accomodation problems",null
1236,Kadoma,30.5599,-18.72362,1289.0,2007,Gavhunga,8,0,Clinic(Not Open),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clinic not yet functional",null
1237,Chegutu,30.04442,-18.22281,1220.0,2007,Brunswick,5,0,Clinic,0,0,1,0,0,0,0,4,0,4,12000,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,null,null
1238,Chegutu,30.48453,-18.1878,1210.0,2007,Homedale,5,0,Clinic,0,1,0,1,0,0,0,2,1,0,0,15.0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,"Need to improve communication",null
1239,Chegutu,29.97025,-17.90262,1013.0,2007,Shamrock,8,0,Under Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,"Clinic still under construction",null
1240,Chegutu,29.96793,-18.02337,1105.0,2007,Lizmore,5,0,Clinic,0,2,1,1,0,0,0,5,0,5,6479,15.0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,null,null
1241,Chegutu,30.13703,-18.02175,1199.0,2007,Elvington Clinic,7,0,Gold Mine Clinic,0,1,1,0,0,0,0,0,0,0,600,10.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1242,Zvimba,30.11608,-17.7538,1214.0,2007,Kemurara,5,1998,Rural Health Centre,0,1,0,2,0,0,0,4,0,4,4000,18.0,0,0,0,0,0,0,3.0,0,1,1,0,1,0,1,0,0,0,"No security guard at the centre",null
1243,Zvimba,30.56607,-17.50907,1386.0,2007,Mpinga Clinic,5,0,Clinic,0,1,0,1,0,0,0,5,1,4,4866,21.0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1244,Makonde,30.15505,-16.68228,0,2007,Green Valley,5,0,Clinic,0,1,1,1,0,0,0,6,0,6,0,26.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,"Water and Blair latrines urgently needed",null
1245,Makonde,30.25752,-17.13926,0,2007,Nyagombe,5,0,Clinic,0,2,1,0,0,0,0,5,0,0,5000,30.0,0,0,0,1,0,0,300.0,0,1,1,0,1,0,1,0,0,0,"Problem attending to patients without electricity",null
1246,Makonde,29.99041,-16.99737,1059.0,2007,River Ranch,5,0,Clinic,0,1,1,0,0,0,0,3,1,2,12000,45.0,0,1,0,0,0,0,5.0,0,1,1,0,1,0,1,0,1,0,"Communication problem ,No accomodation",null
1247,Insiza,29.04724,-19.85475,1354.0,2007,Kombo,5,2005,Clinic,0,0,1,2,0,0,0,5,0,5,7027,50.0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,null,null
1248,Bulilimamangwe North,28.13474,-21.25769,940.0,2007,Bango,5,2001,Clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,"Not open due to lack of water",null
1294,Tsholotsho,27.27332,-19.45289,989.0,2007,Bemba,7,2006,Conucil Not Open,0,0,0,0,0,0,0,0,0,0,2000,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Awaiting Opening",null
1295,Tsholotsho,27.35356,-19.78716,1012.0,2007,Sikente,5,2003,Clinic,0,0,2,2,0,0,0,3,1,2,4736,45.0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,"Shortage of Drugs",null
1296,Lupane,27.77305,-18.9308,1006.0,2007,Lupane Prov. Hospital,8,2007,Provincial Hospital,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Still under construction",null
1297,Lupane,27.414,-18.74072,963.0,2007,Fatima,5,2004,Clinic,0,1,1,1,1,0,0,6,1,5,1029,70.0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1298,Hwange,26.85831,-18.62354,0,2007,Dete,7,0,Railways-clinic,0,2,0,0,0,0,0,2,0,2,456,76.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1299,Hwange,26.57485,-18.34985,721.0,2007,Hwange District Hospital,2,2006,District Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not yet complete",null
1300,Hwange,26.49204,-18.35426,723.0,2007,No 1 Clinic,7,1950,Clinic,0,3,3,0,1,0,0,4,3,1,10448,1.0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,null,null
1301,Hwange,26.47342,-18.33347,697.0,2007,No1 North,7,1950,Clinic,0,3,0,0,1,0,0,3,1,2,32912,2.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,"1.Shortage of proffessional staff",null
1302,Hwange,26.44014,-18.37726,770.0,2007,No 5 Clinic,7,1950,Clinic,0,3,0,0,0,0,0,1,0,1,2310,7.0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,"Shares the EHT with no 2 Clinic, No 2 & 5 Clinic",null
1303,Hwange,26.43633,-18.36078,754.0,2007,No 2 Dressing Station,7,1959,Clinic,0,6,0,0,1,0,0,1,0,1,0,7.0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,null,null
1304,Hwange,26.42891,-18.36407,759.0,2007,No 2 Clinic,7,1950,Clinic,0,6,0,0,0,0,0,4,1,3,2310,7.0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,"Fenced partially",null
1305,Hwange,26.46145,-18.38911,771.0,2007,Ingagula,7,1980,Clinic,0,5,5,0,0,0,0,7,1,6,3031,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,"Availability of essential drugs",null
1306,Hwange,26.40722,-18.41659,759.0,2007,No 3 Clinic,7,1950,Clinic,0,7,0,0,1,0,0,6,1,5,3695,16.0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,null,null
1307,Hwange,26.51302,-18.34558,775.0,2007,ZRP Hwange,5,1992,Clinic,0,2,0,0,0,0,0,0,0,0,500,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1323,Chiredzi,31.35101,-20.68621,513.0,2007,Faversham,5,2005,Clinic,0,1,0,1,1,0,0,6,1,5,5000,95.0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,"Require radio",null
1324,Mwenezi,30.26423,-21.23095,0,2007,Boterere,6,2000,Rural Health Centre,0,1,1,0,0,0,0,6,3,3,6384,74.0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,null,null
1325,Mwenezi,30.39756,-21.20691,0,2007,Marinda,6,2005,Rural Health Centre,0,0,0,0,0,0,0,6,2,4,6112,56.0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,null,null
1326,Bikita,31.84224,-20.14081,0,2007,Mukore,6,1993,Rural Health Centre,0,2,2,0,1,0,0,6,2,4,8108,54.0,0,0,1,0,0,0,20.0,1,1,1,0,1,0,1,0,1,0,null,null
1327,Bikita,31.71084,-20.20992,0,2007,Mutikizizi,6,1999,Rural Health Centre,0,1,1,2,1,0,0,6,2,4,7117,50.0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,null,null
1328,Gweru,29.78063,-19.52241,1393.0,2007,Dabuka,7,1980,Clinic,0,2,0,0,2,0,0,0,0,0,0,10.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,null,null
1329,Kwekwe,29.78238,-19.0226,1216.0,2007,Redcliff,5,1989,Clinic,0,2,2,0,2,0,0,2,0,2,0,15.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1330,Kwekwe,29.77346,-19.0084,1201.0,2007,Rutendo,5,1980,Clinic,0,2,2,0,2,0,0,1,0,1,12379,17.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,null,null
1331,Kwekwe,29.75035,-19.01429,1203.0,2007,Zisco Works,7,1980,Clinic,0,7,0,0,0,0,0,10,0,10,4000,26.0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,null,null
1332,Kwekwe,29.82332,-18.91481,1197.0,2007,Lancashire,7,1980,Clinic,0,3,1,0,0,0,0,0,0,0,600,3.0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,null,null
1333,Kwekwe,29.8246,-18.91316,1188.0,2007,Zim Wire and Rope,7,1973,Clinic,1,1,0,0,0,0,0,0,0,0,175,3.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1334,Kwekwe,29.81286,-18.9364,1214.0,2007,Aldavis,5,1995,Clinic,1,4,1,0,0,0,0,0,0,0,20214,2.0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1335,Kwekwe,29.78466,-18.92453,1208.0,2007,Amaveni,5,1971,clinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null
1336,Kwekwe,29.7989,-18.8009,1202.0,2007,Sable,7,1969,Clinic,3,5,0,0,0,0,0,5,0,5,600,16.0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1337,Gweru,29.80665,-19.45662,1415.0,2007,Railways,7,1980,Clinic,1,2,0,0,0,0,0,0,0,0,0,84.0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,null,null
1338,Gweru,29.78741,-19.46933,1425.0,2007,Kariba,7,1980,Clinic,1,1,1,0,0,0,0,3,0,3,180,8.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,null,null
1369,Mberengwa,30.38104,-20.6077,809.0,2007,Buchwa,5,2003,Clinic,0,1,2,0,0,0,0,4,0,4,2482,47.0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,null,null
1371,Gweru,29.8007,-19.49625,1410.0,2007,Ivene,5,1990,Clinic,0,3,1,0,0,0,0,0,0,0,8948,6.0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,null,null
1372,Gweru,29.82668,-19.42968,1411.0,2007,Totonga,5,1985,Clinic,0,2,1,1,0,0,0,0,0,0,8592,6.0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,null,null
1373,Gweru,29.80173,-19.44489,1411.0,2007,Monomutapa,5,1980,Clinic,0,12,5,0,1,0,0,11,11,0,28563,3.0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,null,null
1374,Gweru,29.83183,-19.46832,1428.0,2007,Child Welfare,5,0,Clinic,0,3,1,0,0,0,0,2,0,2,18713,400.0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1375,Gweru,29.83814,-19.49622,1436.0,2007,Senga Poly,5,1984,Clinic,0,3,1,0,0,0,0,20,20,0,6935,6.0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,null,null
1376,Gweru,29.75082,-19.459,1425.0,2007,Mkoba Poly,5,1991,Clinic,0,14,4,0,2,0,0,6,6,0,43538,10.0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,null,null
1377,Masvingo,30.51238,-20.0236,0,2007,Gaths Mine,4,0,Hospital,0,20,12,0,0,0,0,55,15,40,11853,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,null,null
1378,Bikita,31.81698,-19.9153,0,2007,Gangare,6,1999,Rural Health Centre,0,0,1,2,0,0,0,6,4,2,4547,30.0,0,0,0,0,0,0,30.0,0,1,1,0,1,0,1,0,0,0,null,null
1308,Masvingo,30.84577,-20.6535,0,2007,ZRP Masvingo,5,1985,Clinic,0,3,4,0,1,0,0,2,0,2,7500,2.0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,null,null
1309,Masvingo,30.83774,-20.0843,0,2007,Rujeko,5,1988,Clinic,0,6,4,0,1,0,0,3,0,3,22625,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1310,Masvingo,30.80991,-20.0972,0,2007,Runyararo,5,1998,Clinic,0,6,4,0,1,0,0,3,0,3,22375,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
1311,Masvingo,30.81981,-20.08317,0,2007,Mucheke,5,1982,Poly Clinic,0,14,8,0,1,0,0,12,12,0,21149,7.0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,null,null
